2739337444,sagvntum,0210-3729
2751615209,tanpakushitsu kakusan koso protein nucleic acid enzyme,
2754103332,zahnarztliche praxis,0044-1651
2754179166,nida research monograph,1046-9516
2754483521,the central african journal of medicine,0008-9176
2755150845,rossiiskii fiziologicheskii zhurnal imeni i m sechenova rossiiskaia akademiia nauk,0869-8139
2755315194,lyon chirurgical,0024-7782
2755618503,the japanese journal of dermatology,
2756158381,tijdschrift voor sociale geneeskunde,0040-7607
2756162995,archives francaises des maladies de l appareil digestif,0003-9772
2756410869,trudy leningradskogo sanitarno gigienicheskogo meditsinskogo instituta,0371-9367
2764371794,journal of tianjin trade union administrators college,
2764378332,indian journal of forestry,0971-9431
2764385597,enrahonar an international journal of theoretical and practical reason,0211-402X
2764385676,anabaptist witness,
2764389810,beijing journal of stomatology,
2764395888,official journal of the hungarian association of psychopharmacology,
2764398752,the africa report,0001-9836
2764413976,developing practice the child youth and family work journal,1445-6818
2764414099,indian journal of agricultural research,0367-8245
2764432179,journal of student financial aid,0884-9153
2764434168,jiangxi coal science & technology,
2764449195,journal of pan pacific association of applied linguistics,1226-8909
2764456253,al khwarizmi engineering journal,1818-1171
2764501316,public health and preventive medicine archive,2303-1816
2764513396,gengo kenkyu journal of the linguistic society of japan,0024-3914
2764525568,journal of biodiversity & endangered species,2332-2543
2764529080,cargo systems international,
2764530982,journal of jiangxi blue sky university,
2764537496,journal of asian historical studies,1226-1270
2764556118,journal of surface science and technology,0970-1893
2764567295,jbjs reviews,2329-9185
2764571384,journal of the alabama dental association,0002-4198
2764573931,zarch journal of interdisciplinary studies in architecture and urbanism,2341-0531
2764575286,japanese journal of clinical pharmacology,
2764592663,the journal of digital forensics security and law,1558-7215
2764594341,journal of the liaquat university of medical and health sciences,1729-0341
2764613439,journal of shanghai business school,
2764613746,school business management,
2764614895,the caucasus & globalization,1819-7353
2764618362,the journal of the international association of special education,
2764625567,diagnosis and management of lameness in the horse,
2764650816,the rhodes livingstone journal,
2764656105,china forestry economy,
2764658079,current surgery reports,2167-4817
2764660142,microbiological sciences,0265-1351
2764660902,the journal of korean diabetes,2233-7431
2764691693,georgia nursing,0016-8335
2764693606,national defense university institute for national strategic studies,
2764707219,galician medical journal,2306-4285
2764707476,clean coal technology,
2764730976,ijasos international e journal of advances in social sciences,2411-183X
2764747614,journal of teaching language skills,2008-8191
2764748805,balanced nature using,
2764754140,journal of international economic studies,0911-1247
2764759908,brazilian journal of biomechanics,1518-8191
2764760107,journal of the iranian chemical research,2008-1030
2764761549,journal of plant breeding and crop science,2006-9758
2764762542,iraqi journal of medical sciences,1681-6579
2764764569,journal of xuzhou institute of technology,
2764768012,quarterly jouenal of geography,
2764771425,community education journal,0045-7736
2764773172,international journal of engineering business management,1847-9790
2764774704,annals of warsaw agricultural university animal science,0208-5739
2764775748,game theory and information,
2764778035,international journal of smart grid and clean energy,2315-4462
2764786680,papeles del ceic international journal on collective identity research,1695-6494
2764787750,military review,0026-4148
2764801524,ceps journal center for educational policy studies journal,1855-9719
2764831389,journal of simulation and analysis of novel technologies in mechanical engineering,2008-4927
2764842792,chinese journal of engineering design,1006-754X
2764843695,international journal of educational reform,1056-7879
2764847587,computational methods for differential equations,2345-3982
2764855418,pamukkale university journal of social sciences institute,
2764857921,the negro educational review,0548-1457
2764865055,progress in biological sciences,1016-1058
2764869018,studies in trade and investment,
2764870244,journal of food science and engineering,2159-5828
2764888548,law democracy and development,2077-4907
2764893149,iranian journal of field crop science,2008-4811
2764899230,report software engineering,1386-369X
2764899399,journal of jiangxi agricultural university,
2764901380,asian oncology nursing,2287-2434
2764910213,libra the tokyo bar association journal,1341-9498
2764913883,journal of cyclic nucleotide research,0095-1544
2764938932,south african journal of economic history,
2764950793,journal of animal science and biotechnology,1674-9782
2764955305,journal of changde teachers university,
2764956339,rocket space device engineering and information systems,
2764960536,map journal of the japan cartographers association,0009-4897
2764963956,krolikovodstvo i zverovodstvo,0023-4885
2764968717,china well and rock salt,
2764975961,journal of gerontology and geriatric research,2167-7182
2764979417,vestnik of kazan state agrarian university,2073-0462
2764983057,chemistry and materials research,
2764995890,online journal of rural nursing and health care,1539-3399
2765002097,national taiwan university law review,
2765003959,new electric railway journal,1048-3845
2765026974,information display archive,0362-0972
2765045337,international journal of current research and review,0975-5241
2765045501,the australian journal of music therapy,1036-9457
2765051429,nlgi spokesman,0027-6782
2765053860,research and practice in intellectual and developmental disabilities,
2765068840,journal of shanghai university of finance and economics,1009-0150
2765077597,journal of liaoning administrators college of police and justice,
2898119963,carbon resources conversion,2588-9133
2898151498,procedia materials science,2211-8128
2898177228,seminarios de la fundacion espanola de reumatologia,1577-3566
2898470685,laparoscopic endoscopic and robotic surgery,2468-9009
2898532700,vaccine reports,2405-7843
2898558041,chronic diseases and translational medicine,2095-882X
2911711721,korean journal of environmental agriculture,1225-3537
3001800294,monti monografias de traduccion e interpretacion,1889-4178
4026894,spine,0362-2436
8481965,journal of the american college of radiology,1546-1440
9181514,behavioural pharmacology,0955-8810
11701373,journal of globalization and development,1948-1837
17550400,revista de indias,0034-8341
21117631,journal of computational chemistry,0192-8651
21752972,networks and heterogeneous media,1556-1801
22585208,advances in consumer research,0098-9258
25572448,insect systematics & evolution,1399-560X
26647271,storytelling self society an interdisciplinary journal of storytelling studies,
28092622,digestion,0012-2823
38610712,acta historica tallinnensia,1406-2925
43170165,environmental and ecological statistics,1352-8505
46527232,journal of medical screening,0969-1413
48312676,mis quarterly executive,1540-1960
53429330,stress and health,1532-3005
54840574,lit literature interpretation theory,
56437793,journal of porphyrins and phthalocyanines,1088-4246
57173539,teaching statistics,0141-982X
58820449,ocean science discussions,1812-0806
59739785,nutrition,0899-9007
59971989,perspectives on aural rehabilitation and its instrumentation,
64245694,software and systems modeling,1619-1366
64704154,journal of capillary electrophoresis,1079-5383
66526724,gerontechnology,1569-1101
67485347,active and passive electronic components,0882-7516
74996040,historical reflections reflexions historiques,
76039381,turkish journal of field crops,1301-1111
77874066,cellular and molecular bioengineering,1865-5025
79832926,electroanalysis,1040-0397
82624109,soziale passagen,1867-0180
87035759,frontiers of mathematics in china,1673-3452
89571363,journal of pharmacological and toxicological methods,1056-8719
93757549,the tohoku journal veterinary clinics,
95670468,employment relations today,0745-7790
96696709,journal of location based services,1748-9725
99909709,urban forestry & urban greening,1610-8167
103047102,optimization methods & software,1026-7670
108463975,chemical engineering research bulletin,0379-7678
109790675,chinese medical sciences journal,1001-9294
112095004,journal of chemical technology & biotechnology,0268-2575
113737002,pragmatics,1018-2101
115706933,bulletin of the council for research in music education,0010-9894
116892461,intelligence & national security,
118892369,parergon,0313-6221
120252230,newman studies journal,1547-9080
122598620,international journal of renewable energy technology,1757-3971
122944797,indian journal of medical sciences,0019-5359
123559217,ecological management and restoration,1839-3330
126531881,punishment & society,1462-4745
127321891,journal of sports science and medicine,1303-2968
129850652,biotechnology techniques,0951-208X
131700781,annals of human genetics,0003-4800
132932317,indian growth and development review,1753-8254
133876607,deutsche heilpraktiker zeitschrift,
134590423,creative approaches to research,
138962950,technical communication,0049-3155
139289085,qualitative market research an international journal,1352-2752
139866111,krisis,0168-275X
141475571,schweizerische medizinische wochenschrift,0036-7672
142883598,foreign policy analysis,1743-8586
146313282,brazilian journal of cardiovascular surgery,
146450124,the new england quarterly,0028-4866
147353869,conservation genetics resources,1877-7252
147502907,management report for nonunion organizations,0745-4880
153798512,australian orthodontic journal,0587-3908
156722506,current sports medicine reports,1537-890X
158419262,acm sigevolution,
162009841,the journal of china universities of posts and telecommunications,1005-8885
165565590,perspectives on european politics and society,1568-0258
173461644,nano research,1998-0000
174994954,photographies,1754-0763
177929781,journal of child psychology and psychiatry,0021-9630
178029676,plant omics,1836-0661
182608259,tijdschrift voor rechtsgeschiedenis revue d histoire du droit the legal history review,
184546072,journal of social archaeology,1469-6053
184882483,competitive intelligence review,1058-0247
184923490,entomologische berichten,0013-8827
185756478,zeitschrift fur wirtschaftsgeographie,0044-3751
190450411,geriatrics,0016-867X
193234216,faraday discussions,1359-6640
194715373,criminal justice review,0734-0168
196734849,scientific reports,2045-2322
198089589,oceanologica acta,
198770857,acta chirurgica belgica,0001-5458
199497470,ieee transactions on audio speech and language processing,1558-7916
199892691,chinese sociology and anthropology,0009-4625
203523329,philippine sociological review,0031-7810
208090617,current treatment options in oncology,1534-6277
1020627580,ion exchange letters,1803-4039
2502194167,international journal for parasitology drugs and drug resistance,2211-3207
2736465063,journal of imaging,2313-433X
2736475632,gestion y ambiente,0124-177X
2737069213,voces de la educacion,1665-1596
2737112078,valenciana,2007-2538
2737382968,epj quantum technology,2196-0763
2737559362,tempus actas de saude coletiva,1982-8829
2737715684,cartagine studi e ricerche,2532-1110
2737899142,sinais,1981-3988
2737993871,unilus ensino e pesquisa,1807-8850
2738126403,ribogospodarsʹka nauka ukraini,2075-1508
2738217614,lesnicky casopis,
2738450577,extension en red,1852-9569
2738484073,revista latinoamericana en ciencias sociales ninez y juventud,1692-715X
2738485467,journal of paramedical science and rehabilitation,2322-5238
2738672850,reumatismo,0048-7449
2738691347,revista ion,0120-100X
2739000297,vestnik moskovskogo universiteta seriâ 18 sociologiâ i politologiâ,1029-3736
2739034268,etudes caribeennes,1779-0980
2739059571,international journal of recent contributions from engineering science & it,2197-8581
2739225322,elpis,1508-7719
2751884541,zeitschrift fur die gesamte innere medizin und ihre grenzgebiete,0044-2542
2754101306,oftalmologia (bucharest romania),
2754327201,contributions to infusion therapy,
2754818142,clinical laboratory management review official publication of the clinical laboratory management association clma,0888-7950
2754996973,archives des sciences physiologiques,0003-9713
2755127630,clinical pharmacy,0278-2677
2755367497,rivista di anatomia patologica e di oncologia,0048-8364
2755439323,revue de tuberculose et de pneumologie,0035-1792
2755564186,annual review of population law,0364-3417
2755899975,revue de neuropsychiatrie infantile et d hygiene mentale de l enfance,0035-1628
2755912513,activitas nervosa superior,0001-7604
2755956560,zeitschrift fur tropenmedizin und parasitologie,0044-359X
2756291151,the japanese journal of legal medicine,0047-1887
2764349741,kazanskiy meditsinskiy zhurnal,
2764354211,international journal of industrial engineering & production research,
2764363547,pediatric urology case reports,2148-2969
2764367134,journal of koreanology,1226-7562
2764370194,open journal of preventive medicine,2162-2485
2764377289,washington state journal of nursing,0043-0781
2764380666,control and decision,1001-0920
2764409288,advances in wound care,2162-1918
2764411550,the international journal of mechanical engineering education,0306-4190
2764421956,bulletin of the entomological society of america,0013-8754
2764428947,bulletin for international fiscal documentation official journal of the international fiscal documentation,0007-4624
2764435426,advanced biomedical engineering,2187-5219
2764477379,islamic economic studies,1319-1616
2764485714,epistemology & philosophy of science,
2764491566,international journal on applied bio engineering,
2764495368,quantum matter,
2764522215,philosophy and culture,1999-2793
2764537382,journal of qinghai nationalities institute,
2764538322,ipsj sig technical reports,0919-6072
2764549493,pain research,
2764572692,journal of chinese practical diagnosis and therapy,
2764589888,radiation protectiona systematic approach to safety,
2764594585,journal of the chinese language teachers association,0009-4595
2764595397,iranian journal of microbiology,2008-3289
2764610108,research journal of textile and apparel,
2764615088,cincinnati journal of medicine,0009-6873
2764627964,scientific management research,
2764629060,journal of nutritional immunology,1049-5150
2764632409,prabandhan indian journal of management,0975-2854
2764637770,vision zero international,2041-4455
2764657104,bulletin of the society for near eastern studies in japan,0030-5219
2764682177,english linguistics research,1927-6028
2764682599,journal of materials science & engineering,1673-2812
2764694273,financial accounting researches,
2764704463,journal of the malaysian branch of the royal asiatic society,0126-7353
2764736157,application of electronic technique,
2764748148,journal of xiamen university,
2764751763,journal of xian institute of educa tion,
2764761917,electric power automation equipment,1006-6047
2764764037,journal of oral science research,
2764765671,acta laser biology sinica,1007-7146
2764766023,the political science and law tribure,
2764772839,the downside review,0012-5806
2764773306,journal of radiation research and radiation processing,1000-3436
2764784288,advance data,0147-3956
2764784476,the veterinary nurse,2044-0065
2764800173,zanco journal of medical sciences,1995-5588
2764817115,japanese journal of tribology,1045-7828
2764818183,journal of bohai university,
2764827784,international journal of sports science,2169-8759
2764832064,fatigue of aircraft structures,2081-7738
2764834646,ido movement for culture journal of martial arts anthropology,
2764858229,journal of environmental pathology and toxicology,0146-4779
2764901365,china printing and packaging study,
2764908881,journal of crop and weed,0974-6315
2764917250,the international journal of pedagogy and curriculum,
2764932299,journal of the dermatology nurses association,1945-7618
2764948567,ethiopian journal of agricultural sciences,0257-2605
2764951315,photonics and lasers in medicine,2193-0635
2764961331,journal of wuxi university,
2764962871,power supply technologies and applications,
2764963024,chinese journal of prevention and control of chronic diseases,1004-6194
2764978717,sae international journal of materials and manufacturing,1946-3979
2764979803,international journal of developmental disabilities,2047-3869
2764990342,clinical management issues,1973-4832
2764992663,saudi surgical journal,
2764993059,journal namibia scientific society,1018-7677
2765015796,journal of mood disorders,
2765030282,journal of suzhou college of education,
2765043076,pharmaceutical methods,2229-4708
2765050800,journal of huaibei industry teachers college,
2765058859,farmer first,
2765066303,optimization of capital construction,
2765074417,pediatric hematology oncology journal,2468-1245
2898093578,revue generale des chemins de fer,0035-3183
2898246533,ifac proceedings volumes,1474-6670
2898394209,la revue gestion et organisation,2214-4234
2898612821,emc anesthesie reanimation,0246-0289
2928674302,visualita,2301-5144
780509,acm sigforth newsletter,
1567313,journal of water and environment technology,1348-2165
3127539,slavic review,0037-6779
3172136,steinbeck studies,1551-6903
3992287,pediatric dermatology,0736-8046
6142729,aids and behavior,1090-7165
6589812,journal of clinical virology,1386-6532
11752048,sri lanka journal of bio medical informatics,
12111513,recent patents on computer science,1874-4796
13698240,arthritis care and research,2151-464X
15478688,ardeola,0570-7358
18728686,case reports in medicine,1687-9635
20292787,revista iberoamericana,0034-9631
22569283,epilepsies,1149-6576
25199142,archivum immunologiae et therapiae experimentalis,0004-069X
27883222,perspectives in public health,1757-9147
29385931,per linguam,0259-2312
37512497,medicinski glasnik,0375-9342
37853641,research in microbiology,0923-2508
51012049,international journal of tropical medicine,1816-3319
52866267,sociologija,0038-0318
54517336,southeast asian journal of tropical medicine and public health,0125-1562
58700017,clinical nutrition supplements,1744-1161
61286511,information development,0266-6669
65092430,international journal of adaptive control and signal processing,0890-6327
73156070,nuclear receptor,1478-1336
74782280,etudes classiques,0014-200X
78433294,cytotechnology,0920-9069
81674035,injury prevention,1353-8047
85221069,current neuropharmacology,1570-159X
88632098,the open applied linguistics journal,
89844598,wormbook,1551-8507
91105121,international journal of innovative computing information and control,1349-4198
96609033,artificial intelligence and law,0924-8463
97670776,perspectives on hearing conservation and occupational audiology,1940-7726
99347145,developmental immunology,1026-7905
100564699,european journal of social work,1369-1457
102125482,journal of pharmacology and experimental therapeutics,0022-3565
109515654,romanische forschungen,0035-8126
111326955,biodegradation,0923-9820
112056897,silence,1758-907X
121803438,international journal of hypersonics,1759-3107
123656125,perspectives on issues in higher education,1940-7521
124184965,educational management & administration,0263-211X
124285728,international journal of tuberculosis and lung disease,1027-3719
124386304,expert review of molecular diagnostics,1473-7159
130270264,process control and quality,0924-3089
130547522,anthropology of the middle east,1746-0719
131681993,caribbean journal of science,0008-6452
133540521,letters in peptide science,0929-5666
134428491,pedagogische studien,0165-0645
136038430,mathematics in computer science,1661-8270
138393134,mokslo ir technikos raida,
141924832,information technologies and international development,1544-7529
146983644,capturing intelligence,
147155939,augmentative and alternative communication,0743-4618
148653594,journal of psycholinguistic research,0090-6905
152089323,university of toronto medical journal,0833-2207
165966090,chemistry education research and practice,1756-1108
168289741,acta bioquimica clinica latinoamericana,0325-2957
170352678,pain research & management,1203-6765
173328182,metabolic engineering,1096-7176
173708173,paleobiology,0094-8373
173874250,indian pediatrics,0019-6061
177427043,communication studies,0008-9575
178257273,revista iberoamericana de micologia,1130-1406
178886870,north american journal of fisheries management,0275-5947
179701344,australian and new zealand journal of criminology,0004-8658
185561326,citizenship social and economics education,
189694085,ieee sensors journal,1530-437X
191114782,journal of fashion marketing and management,1361-2026
193995496,computational complexity,1016-3328
197651592,clinical oncology and cancer research,1674-5361
199286587,marine mammal science,0824-0469
199690760,innovation management policy & practice,1447-9338
201780205,trends in plant science,1360-1385
201989124,organic letters,1523-7052
203084863,communicatio,
207573527,air quality atmosphere & health,1873-9318
976860340,wem water engineering & management,
981646728,national law school of india review,
1037320778,schweizerisches archiv fur volkskunde,0036-794X
1037798993,collapse,1203-3286
1039064530,bologna center journal of international affairs,
2495769766,digital communications and networks,2352-8648
2736535239,information and knowledge management,
2736545601,grafia,2500-607X
2736802132,international journal of professional business review,2525-3654
2736882778,revista brasileira de biociencias,1679-2343
2737313799,journal of kermanshah university of medical sciences,2251-9068
2737845872,revista brasileira de ginecologia e obstetricia,0100-7203
2738123342,economic journal of emerging markets,2086-3128
2738352733,saskab revista de discusiones filosoficas desde aca,2227-5304
2738608518,cosmetics,2079-9284
2738642854,edmetic revista de educacion mediatica y tic,2254-0059
2738779716,vivliofika,
2738898471,multicultural shakespeare,2083-8530
2739179003,cross currents east asian history and culture review,2158-9666
2739267820,international journal of english language and translation studies,2308-5460
2739280305,ilm i zabān,
2750942053,nordisk medicin,0029-1420
2754443422,transactions of the association of american physicians,0066-9458
2754808051,medicine and health rhode island,1086-5462
2755046943,occupational health nursing,0029-7933
2755754531,acta microbiologica polonica,0137-1320
2755782331,indian medical gazette,0019-5863
2755892994,bulletin der schweizerischen akademie der medizinischen wissenschaften,0036-7494
2755931784,giornale di stomatologia e di ortognatodonzia,1122-1038
2756156333,oral health,0030-4204
2756220548,medecine tropicale revue du corps de sante colonial,0025-682X
2764344521,lsp and professional communication,1904-4135
2764351182,medical journal of the chinese people s armed police forces,
2764355881,infrastructure planning review,
2764365911,supersymmetry and unification of fundamental interactions,
2764371539,european journal of environmental sciences,1805-0174
2764371953,journal of epidemiology and global health,2210-6006
2764385625,journal of changchun communist party institute,
2764389527,journal of milk and food technology,0022-2747
2764398530,taiyuan science and technology,
2764404487,child development research,
2764404524,international journal of school and educational psychology,2168-3603
2764428837,management and marketing,
2764445824,the natural products journal,
2764449760,science of science and management of s & t,
2764451633,childhood education journal of the association for childhood education international,
2764462254,the south asianist,2050-487X
2764462907,chinese preventive medicine,
2764464772,international journal of educational administration and policy studies,2141-6656
2764473580,egyptian rheumatology and rehabilitation,1110-161X
2764487716,pharmacology research & perspectives,2052-1707
2764497936,equine reproductive procedures,
2764531651,rubber world,0035-9572
2764548585,chinese medicinal biotechnology,
2764562564,journal of building materials,
2764563335,journal of the institution of engineers india civil engineering division,0020-336X
2764574164,students journal of accounting and banking,
2764603317,genetic engineering,0196-3716
2764606606,journal of okayama medical association,0030-1558
2764606756,journal of tongren teachers college,
2764617187,electrical engineering materials,
2764623289,chisholm health ethics bulletin,
2764646616,acs infectious diseases,2373-8227
2764650042,macalester journal of philosophy,
2764672037,the east and the west,
2764684772,kenya and east african medical journal,
2764687946,ai practitioner,1741-8224
2764702542,clinical geriatrics,1095-1598
2764726099,taxation in australia,0494-8343
2764726229,world academy of science engineering and technology international journal of industrial and manufacturing engineering,
2764746198,new york state journal of medicine,0028-7628
2764759833,materials research letters,2166-3831
2764760574,resources and enuironment in the yangtza basin,
2764799574,diamond & abrasives engineering,
2764818521,applied nanoscience,2190-5517
2764818654,the review a journal of undergraduate student research,
2764839370,current history a journal of contemporary world affairs,
2764845740,eurasian chemico technological journal,1562-3920
2764850074,the egyptian journal of aquatic research,1687-4285
2764873457,msu student research celebration,
2764894984,tramways & urban transit,1460-8324
2764902673,journal of guangdong radio & television university,
2764903298,popular computing,
2764903642,journal of occupational psychology,0305-8107
2764906212,journal of progressive research in mathematics,2395-0218
2764907575,journal of yandzhou university,
2764914932,farm products processing,
2764941212,programmable device circuits and systems,0974-973X
2764943425,nigerian journal of rural sociology,0189-7543
2764959449,linguistics study,
2764962707,earth and environment,
2764970329,spc soap perfumery and cosmetics,0037-749X
2764974796,journal of shaanxi academy of governance,
2764979531,thresholds in education,0196-9641
2764983776,journal of the korean society for vascular surgery,1229-991X
2765017126,the international journal of health wellness & society,2156-8960
2765040788,australian journal of music education,0004-9484
2765041526,journal of zhejiang forestry science and technology,1001-3776
2765067158,loyola university of chicago law journal,0024-7081
2898175082,perspectives in ecology and conservation,2530-0644
2898456560,journal of the association of veterinary anaesthetists of great britain and ireland,0950-7817
5748353,cahiers elisabethains,0184-7678
7724661,transactions of the kansas academy of science,0022-8443
9838493,journal of forestry,0022-1201
11258463,journal of signal processing systems,1939-8115
19023569,acta classica,0065-1141
20848814,contemporary nurse,1037-6178
22377106,international journal of prosthodontics,0893-2174
25467878,studies in american political development,0898-588X
27405227,ecohealth,1612-9202
29534538,monumenta serica,0254-9948
31461289,disaster management & response,1540-2495
31817463,waste and biomass valorization,1877-2641
32410367,the hospitalist,
40009768,anil aggrawal s internet journal of forensic medicine and toxicology,0972-8066
41078117,geobiology,1472-4669
51862065,public health nursing,0737-1209
55203824,biocell,0327-9545
58854535,psychological science,0956-7976
59685179,pharmacology biochemistry and behavior,0091-3057
61390954,annals of thoracic medicine,1998-3557
65618785,journal of orthopaedic trauma,0890-5339
67831204,computer graphics forum,0167-7055
69161316,european spatial research and policy,1231-1952
71328803,clinical genitourinary cancer,1558-7673
71608610,australian feminist studies,0816-4649
71961898,bois et forets des tropiques,0006-579X
71966539,world policy journal,0740-2775
77188613,statistical applications in genetics and molecular biology,1544-6115
77200987,siam journal on applied mathematics,0036-1399
78638136,metaphor and symbol,1092-6488
80271467,journal of the society for industrial and applied mathematics,
80821584,journal of medical ultrasonics,1346-4523
86047266,journal for the study of religions and ideologies,1583-0039
87761060,frontiers in synaptic neuroscience,1663-3563
91347351,revista de humanidades y ciencias sociales (santa cruz de la sierra),
92417479,contemporary european history,0960-7773
92477597,journal of alternative and complementary medicine,1075-5535
94499970,energy economics,0140-9883
100189291,near eastern archaeology,1094-2076
100617624,trabajos de prehistoria,0082-5638
101668441,swedish dental journal,0347-9994
103377564,aids care psychological and socio medical aspects of aids hiv,0954-0121
104500299,communications in statistics theory and methods,
105192852,camera obscura,0270-5346
105928092,control engineering practice,0967-0661
107063406,revue francaise d allergologie,1877-0312
113913715,sola,
114494114,journal of the chilean chemical society,0717-9324
117204931,medicine conflict and survival,1362-3699
121892090,international journal of surgical pathology,1066-8969
122406424,journal of common market studies,0021-9886
132103761,journal of sea research,1385-1101
132539235,bio medical materials and engineering,0959-2989
135469663,psychiatric quarterly,0033-2720
138083468,european journal of internal medicine,0953-6205
142765166,infection genetics and evolution,1567-1348
145246257,the case manager,1061-9259
147229453,syracuse law review,0039-7938
148215359,neuroscience gateway,
148368070,international journal of selection and assessment,0965-075X
151451544,pharmacy education,1560-2214
157128309,international politics,1384-5748
158647270,acta psychologica sinica,0439-755X
160756826,bioscope south asian screen studies,0974-9276
160828166,critical care nurse,0279-5442
163860444,taxon,0040-0262
164447516,international journal of asian business and information management,1947-9646
165213699,aster,0297-9373
165356423,journal of atmospheric chemistry,0167-7764
165426342,journal of biomedical research,1674-8301
167467917,medical law review,0967-0742
168235515,archives des sciences sociales des religions,0335-5985
169672611,journal of latin american studies,0022-216X
170532233,space technology japan the japan society for aeronautical and space sciences,
176683970,hot topics in viral hepatitis,1973-9648
183014900,hiv therapy,
183775936,scandinavian journal of disability research,1501-7419
184720211,extrapolation,0014-5483
187113914,astronomy letters,1063-7737
189689514,acta carsologica,0583-6050
190853321,coluna columna,1808-1851
192253037,journal in computer virology,1772-9890
194127175,clinical ovarian cancer,1941-4390
194892842,philosophy of music education review,1063-5734
196536799,seminars in interventional radiology,0739-9529
202734349,journal of happiness studies,1389-4978
207275536,aaa arbeiten aus anglistik und amerikanistik,0171-5410
207431447,primate research,0912-4047
944088188,world trade and arbitration materials,1022-6583
2736379756,journal of indonesian applied economics,1907-7947
2736566625,journal of information policy,2158-3897
2736655678,jurnal agribisnis indonesia,2354-5690
2736667502,sosyal guvence dergisi,2146-5649
2736727124,la colmena,1405-6313
2736862706,en torno a la prevencion,1659-3057
2737050225,caravelle,1147-6753
2737175690,e learning and education,1860-7470
2737281471,revista de arquitectura,
2737349555,european journal of sustainable development,2239-5938
2737489158,educacion fisica y deporte,0120-677X
2737542332,inovasi pendidikan fisika,2302-4496
2737788776,democracia digital e governo eletronico,2175-9391
2737823951,relieve revista electronica de investigacion y evaluacion educativa,1134-4032
2738086999,oradea journal of business and economics,2501-1596
2738233397,revista percursos,
2738328780,journal of international trade logistics and law,2149-9748
2738404260,anagramas rumbos y sentidos de la comunicacion,1692-2522
2738413038,universitas ciencias da saude,1678-5398
2738822768,ilha do desterro,0101-4846
2739192383,montenegrin journal of sports science and medicine,1800-8763
2739343676,journal fur mineralstoffwechsel & muskuloskelettale erkrankungen,2412-8260
2739468019,caderno de geografia,0103-8427
2752469658,masui the japanese journal of anesthesiology,0021-4892
2754379987,midwife health visitor & community nurse,0306-9699
2755659965,dermatology nursing,1060-3441
2755888501,scandinavian journal of respiratory diseases supplementum,0080-6730
2756232015,transactions pennsylvania academy of ophthalmology and otolaryngology,0048-3206
2756239077,bulletin de physio pathologie respiratoire,0007-439X
2756445955,japanese journal of radiological technology,
2764353918,crops and soils,0162-5098
2764370917,journal of putian university,
2764404512,cselt technical reports,0393-2648
2764429530,journal of outdoor and environmental education,2206-3110
2764434502,cips review archive,
2764438920,journal of ethnographic and qualitative research,1935-3308
2764446893,journal of roman military equipment studies,0961-3684
2764458846,journal of guangzhou normal university,
2764464146,journal of airport management,1750-1938
2764464758,chinese journal of power sources,
2764467536,west china medical journal,1002-0179
2764477011,zero to three,0736-8038
2764479430,world geology,
2764487722,container management,0269-7726
2764501599,golden gate university environmental law journal,
2764502302,organic synthesis set,
2764502497,rguhs journal of pharmaceutical sciences,
2764502627,design protect,1883-8804
2764505622,journal of medical radiation sciences,2051-3895
2764517779,inorganic and nano metal chemistry,2470-1556
2764522459,electronic journal of vocational colleges,
2764531914,molecular biotherapy,0952-8172
2764535815,journal of social science of jiamusi university,
2764545926,enhancing learning in the social sciences,1756-848X
2764548735,planning malaysia journal,0128-0945
2764572054,pipe line industry,0032-0145
2764575011,guangdong agricultural sciences,1004-874X
2764607427,journal of materiomics,2352-8478
2764613218,lifelong learning,1804-526X
2764618093,monographs in pathology,0077-0922
2764626721,indian journal of agricultural economics,0019-5014
2764646483,journal of international technology and information management,1543-5962
2764651891,semiconductor information,
2764658140,power engineering international,1069-4994
2764658842,veterinary nursing journal,1741-5349
2764673072,journal of medical science and clinical research,
2764675040,legal education review,1033-2839
2764681851,bulletin national tuberculosis and respiratory disease association,0028-0313
2764715773,srm management digest,0973-6905
2764728520,journal of shangrao normal university,
2764738647,journal of early christian history,2222-582X
2764740675,animal biotelemetry,2050-3385
2764760169,the transactions of the institute of electronics information and communication engineers b,1344-4697
2764766334,studi emigrazione international journal of migration studies,0039-2936
2764772175,eurasian economic review,1309-422X
2764801449,indonesian journal of electrical engineering and informatics,2089-3272
2764805904,journal of korean academy of psychiatric and mental health nursing,1225-8482
2764823924,the caregiver journal,
2764832185,journal of chongqing college of electronic engineering,
2764838102,journal of family strengths,2168-670X
2764840676,journal of punjab academy of forensic medicine and toxicology,0972-5687
2764846057,cancer bulletin,0740-820X
2764888445,the journal of law of education,1226-301X
2764916535,china animal husbandry & veterinary medicine,
2764941985,journal of cardiology & current research,2373-4396
2764977349,euroheat and power,0949-166X
2764978232,science journal of kanagawa university,1880-0483
2764978372,journal of shiyan technical institute,
2764978916,digest of world core medical journals,
2764987612,bangladesh journal of animal science,0003-3588
2765029263,journal of urban and regional studies and research,2252-0848
2765035805,canadian journal of otolaryngology,0045-5083
2765037888,the park place economist,
2765039777,journal of geophysics,2230-9497
2765063252,soil and environmental sciences,
2898130095,avances en diabetologia,1134-3230
2898148825,pharmacology & therapeutics part c clinical pharmacology and therapeutics,0362-5486
2898168182,jacc clinical electrophysiology,2405-500X
2898320216,imagen diagnostica,2171-3669
